"rt","m.z","p.value","mode"
0.718,121.03976,0.260131520742969,"positive"
0.597,122.09619,0.929947867233282,"positive"
1.107,122.0962,0.095954002873164,"positive"
3.234,122.92475,0.0602347365900952,"positive"
1.676,123.0442,0.359974663632555,"positive"
0.615,123.05528,0.580327081382231,"positive"
0.363,123.08064,0.363899176690619,"positive"
0.363,123.11712,0.1330694508926,"positive"
1.806,124.07528,0.392845558582013,"positive"
0.42,124.07648,0.728849569237785,"positive"
4.152,125.02072,0.191109817825852,"positive"
0.342,125.02338,0.124931507836146,"positive"
0.67,125.1072,0.760823212804534,"positive"
6.399,125.98618,0.590082073014818,"positive"
2.383,126.06655,0.407340679873623,"positive"
0.363,126.09135,0.843445862461944,"positive"
0.67,126.09142,0.993269579485402,"positive"
0.538,126.09186,0.40243651619186,"positive"
0.392,127.0393,0.851949108692672,"positive"
1.767,127.07276,0.213395335698818,"positive"
0.344,127.11219,0.421974202754543,"positive"
2.277,128.07056,0.411641974310222,"positive"
1.646,128.08177,0.559774108130809,"positive"
0.581,128.10656,0.744699062127124,"positive"
0.364,128.10699,0.672509244747794,"positive"
0.343,129.01832,0.467585073641563,"positive"
0.392,129.05501,0.767895045528478,"positive"
4.772,129.06566,0.363290768253026,"positive"
3.49,129.15529,0.369621944015146,"positive"
5.166,130.04979,0.304724463393803,"positive"
2.879,130.05025,0.40324936209851,"positive"
6.028,130.08632,0.333707131794821,"positive"
3.445,130.08635,0.306299869216952,"positive"
0.495,130.08643,0.754640298132943,"positive"
2.052,130.10861,0.406842266806356,"positive"
4.05,130.15872,0.0537122037348406,"positive"
3.015,130.1589,0.843542221021471,"positive"
5.158,130.15891,0.185179829551118,"positive"
1.011,130.15893,0.9504766577091,"positive"
0.314,130.15893,0.272016012896788,"positive"
2.231,130.15893,0.529426147783446,"positive"
4.188,130.15899,0.0719154250648378,"positive"
1.455,130.15905,0.589968639523982,"positive"
2.108,130.15906,0.86330326295392,"positive"
0.884,130.15907,0.978408648973994,"positive"
0.513,130.1592,0.812826384125997,"positive"
3.396,131.04897,0.221601389613248,"positive"
0.362,131.08565,0.381249250132724,"positive"
4.588,132.07678,0.091353795111637,"positive"
3.408,132.08104,0.385389459428558,"positive"
3.317,132.10163,0.422716732975806,"positive"
3.705,132.10183,0.138409448105284,"positive"
3.528,132.10197,0.189657769196109,"positive"
3.107,132.10213,0.472454054309791,"positive"
3.955,133.03222,0.385972968007364,"positive"
0.402,133.06446,0.591806714952425,"positive"
0.61,133.08594,0.957603566010288,"positive"
6.054,133.09692,0.46139287875516,"positive"
0.363,133.10144,0.0959245127288257,"positive"
0.516,134.05983,0.727369456765589,"positive"
0.715,134.07119,0.234578274380462,"positive"
0.851,134.08165,0.434232723741775,"positive"
2.308,134.11732,0.325487387259924,"positive"
0.347,135.04397,0.378210411161378,"positive"
0.584,135.05591,0.726173153931006,"positive"
0.393,135.08071,0.852258483109033,"positive"
0.365,135.11732,0.397341039707552,"positive"
0.377,136.02161,0.531617434141801,"positive"
0.827,136.03879,0.365269515835191,"positive"
1.615,136.04805,0.666461202880601,"positive"
4.586,136.04836,0.0597545414474347,"positive"
1.057,136.11214,0.810958786120555,"positive"
1.704,137.04575,0.161156546529115,"positive"
2.663,137.04586,0.464954748172747,"positive"
2.561,137.07081,0.168917561428095,"positive"
0.367,137.09591,0.412640639769549,"positive"
0.378,138.01673,0.482611400990668,"positive"
2.341,138.05469,0.685477728769712,"positive"
3.753,138.05511,0.442606831003922,"positive"
0.434,138.06685,0.975148496151964,"positive"
4.062,139.04805,0.591180368382209,"positive"
1.638,139.05001,0.308764835977477,"positive"
0.355,139.05031,0.189855370726628,"positive"
0.718,139.05039,0.249071776611924,"positive"
0.719,139.11033,0.280882421209379,"positive"
3.481,140.06785,0.594632627603351,"positive"
4.065,140.06815,0.738189689163229,"positive"
0.342,141.05508,0.213537682535881,"positive"
4.297,141.06584,0.375874510709948,"positive"
1.4,141.35135,0.0203478685705969,"positive"
1.394,141.6097,0.189267116940378,"positive"
1.395,141.8577,0.0719661536847294,"positive"
1.631,142.08582,0.275741745211522,"positive"
0.609,142.08648,0.466575834410177,"positive"
3.054,142.0865,0.975497483358116,"positive"
1.394,142.11075,0.200310553239717,"positive"
0.368,142.12284,0.813120654274182,"positive"
1.393,142.36116,0.116136399400305,"positive"
3.338,143.01161,0.314978531724002,"positive"
4.258,143.08072,0.454296163710855,"positive"
0.602,143.08163,0.69353977100969,"positive"
0.669,143.11768,0.474645104457477,"positive"
2.397,143.11776,0.951461226336912,"positive"
3.408,144.08034,0.889588218416975,"positive"
2.085,144.08127,0.414266737948748,"positive"
0.537,144.10166,0.506527601166658,"positive"
4.394,144.10193,0.967200217299242,"positive"
3.623,144.10213,0.890110138314093,"positive"
3.341,144.10223,0.428931212155748,"positive"
2.322,144.10224,0.963061388246832,"positive"
0.38,144.13852,0.852410756411539,"positive"
3.343,144.31231,0.374036325714575,"positive"
3.342,144.43244,0.356252504729597,"positive"
3.337,144.50736,0.420234084473732,"positive"
3.336,144.64658,0.419814948742703,"positive"
0.672,144.98192,0.526901294311977,"positive"
0.357,144.98224,0.260347042499496,"positive"
0.515,144.98226,0.685988328537097,"positive"
3.73,145.04988,0.196371056387796,"positive"
0.36,145.10122,0.947218384607961,"positive"
2.089,146.05989,0.428233286464156,"positive"
3.41,146.06007,0.233110575327875,"positive"
0.638,146.06013,0.847872578332346,"positive"
0.463,146.06323,0.384738671390837,"positive"
0.88,146.08139,0.328444502773783,"positive"
2.222,146.11701,0.445071185169033,"positive"
3.011,146.11756,0.366642076258466,"positive"
4.128,146.11769,0.115232108555403,"positive"
0.514,146.98018,0.85210543692892,"positive"
0.393,147.0653,0.985185895163062,"positive"
5.168,147.07649,0.29885441918982,"positive"
5.166,147.11033,0.31416607162589,"positive"
6.028,147.11299,0.259388233862687,"positive"
0.362,147.11732,0.161115327501467,"positive"
1.875,147.11747,0.906817324754575,"positive"
1.382,147.93617,0.426174042134974,"positive"
4.159,148.03463,0.63579538528212,"positive"
5.657,148.06044,0.3716900447111,"positive"
3.674,148.09669,0.341256606847382,"positive"
1.872,148.11371,0.133895825467944,"positive"
1.382,148.19618,0.0386310200045864,"positive"
1.379,148.3908,0.893460644999094,"positive"
1.38,148.45405,0.706572229852207,"positive"
1.38,148.71094,0.598767838287378,"positive"
1.379,148.96522,0.726429552275657,"positive"
0.34,149.02333,0.302262526735015,"positive"
3.399,149.05991,0.349848387849487,"positive"
0.363,149.09616,0.0568913565440745,"positive"
0.364,149.13259,0.284300881380104,"positive"
1.379,149.17235,0.535209494339582,"positive"
1.379,149.22337,0.857367826127113,"positive"
1.379,149.47771,0.209553490175943,"positive"
1.379,149.73773,0.320051763179579,"positive"
1.379,150.00145,0.25440769591926,"positive"
0.972,150.05811,0.977193036075986,"positive"
3.956,150.0585,0.33474894569768,"positive"
0.771,150.06715,0.435501038599941,"positive"
2.957,150.1123,0.826104716565934,"positive"
2.783,150.11251,0.27076285438379,"positive"
1.375,150.25726,0.431506024544038,"positive"
0.477,150.93314,0.427755551091121,"positive"
6.209,151.03532,0.219054269827619,"positive"
5.168,151.04769,0.321464847679007,"positive"
1.481,151.06148,0.797109786205571,"positive"
0.398,151.09634,0.799288930239358,"positive"
0.627,151.0965,0.975122881691747,"positive"
2.403,151.1441,0.469596667435284,"positive"
0.364,151.14786,0.226480245738676,"positive"
1.617,152.02227,0.145359994222811,"positive"
5.169,152.03192,0.365011289112058,"positive"
1.369,152.04727,0.456255396137147,"positive"
4.222,152.07027,0.426152458355604,"positive"
0.642,152.0707,0.424789186225504,"positive"
0.466,152.07089,0.440689967377694,"positive"
1.371,152.30718,0.923422346403002,"positive"
1.374,152.56375,0.126449649134409,"positive"
0.342,153.05457,0.77520198435002,"positive"
0.783,153.06596,0.250050434521774,"positive"
0.391,153.09035,0.27004559018573,"positive"
0.404,153.12741,0.495972456584679,"positive"
1.174,153.13886,0.30871894597159,"positive"
0.829,154.04989,0.853200451764346,"positive"
4.588,154.05872,0.0503493182747988,"positive"
2.763,154.12276,0.540212835885764,"positive"
1.367,154.62674,0.921051549576185,"positive"
1.366,154.88693,0.532443060999069,"positive"
0.423,155.10673,0.677831670438629,"positive"
1.364,155.15377,0.704325116491444,"positive"
0.885,155.15431,0.112293935766878,"positive"
1.365,155.41288,0.460765731920119,"positive"
1.367,155.67426,0.24845238147881,"positive"
1.366,155.93601,0.644418570079124,"positive"
3.471,156.04211,0.133719760769509,"positive"
4.057,156.04343,0.360307632148903,"positive"
3.261,156.04394,0.813451718964273,"positive"
5.837,156.07671,0.105737818470091,"positive"
0.393,156.08121,0.641483242903891,"positive"
0.48,156.10171,0.394146779616083,"positive"
0.365,156.13792,0.524275442411375,"positive"
1.017,156.13815,0.425860521797769,"positive"
1.366,156.20405,0.854725791550833,"positive"
1.367,156.45848,0.87615953059976,"positive"
1.366,156.7255,0.0936250453177963,"positive"
1.366,156.98856,0.262594817308182,"positive"
0.341,157.01285,0.427210653181536,"positive"
5.981,158.09264,0.325195530864236,"positive"
0.417,158.09746,0.245680097255097,"positive"
0.518,158.1174,0.208020592289106,"positive"
3.106,158.11751,0.469425737997781,"positive"
2.658,158.11796,0.928736148592897,"positive"
0.371,158.15401,0.27751851363651,"positive"
1.495,158.15406,0.393298484986596,"positive"
1.853,158.15406,0.396326621047742,"positive"
1.397,158.79735,0.185099305560584,"positive"
4.101,158.96402,0.445444494565168,"positive"
1.702,159.02833,0.0176176109742314,"positive"
5.543,159.0765,0.311764313765841,"positive"
3.41,159.09156,0.202238560359537,"positive"
2.44,159.14924,0.305115594005581,"positive"
4.124,160.03446,0.150013721293876,"positive"
2.27,160.0754,0.882500482530418,"positive"
4.058,160.09679,0.427914389155726,"positive"
0.852,160.09684,0.706887986661568,"positive"
3.678,160.13301,0.491062366225901,"positive"
2.597,160.13306,0.695443263267274,"positive"
2.135,160.13315,0.981572746630569,"positive"
2.416,160.13318,0.121736033971102,"positive"
2.765,160.13345,0.489976665575788,"positive"
1.345,160.6375,0.511811560882695,"positive"
4.166,160.88925,0.470872378914216,"positive"
1.349,160.89669,0.200530497864009,"positive"
0.348,161.09631,0.395088276163242,"positive"
5.794,161.12844,0.258877663020057,"positive"
5.908,161.12876,0.155053204603076,"positive"
1.35,161.17249,0.422572800272799,"positive"
1.351,161.43151,0.757443705708209,"positive"
1.352,161.69834,0.421999812076846,"positive"
1.353,161.966,0.955776917975689,"positive"
4.14,162.05002,0.144173917272677,"positive"
1.243,162.07598,0.426262782708274,"positive"
4.166,162.11262,0.268615368553353,"positive"
1.225,162.1277,0.978991288704019,"positive"
1.354,162.2241,0.208476693326317,"positive"
4.168,162.31238,0.256470623969527,"positive"
4.167,162.34289,0.358076222667586,"positive"
4.166,162.46276,0.219702274923105,"positive"
1.353,162.50025,0.637909202232963,"positive"
4.168,162.52726,0.22701577042721,"positive"
4.167,162.69037,0.280618292932245,"positive"
1.355,162.7676,0.801530537190135,"positive"
1.354,163.02643,0.454742050125002,"positive"
0.379,163.03897,0.422869261162802,"positive"
0.744,163.11102,0.485537939129241,"positive"
1.556,163.12279,0.419968302928365,"positive"
0.362,163.14835,0.705945131333179,"positive"
1.356,163.29818,0.637670161431193,"positive"
1.355,163.56644,0.376237576100112,"positive"
1.355,163.82513,0.696602324574788,"positive"
0.766,164.07394,0.793999344254885,"positive"
2.847,164.12815,0.101518728189923,"positive"
0.393,165.0759,0.937703605930427,"positive"
0.774,165.0907,0.422633911277631,"positive"
0.674,165.09092,0.42252472623269,"positive"
0.35,165.09122,0.0879424477001722,"positive"
0.454,165.11193,0.329478521524143,"positive"
0.365,165.12809,0.341045283914512,"positive"
0.937,166.04977,0.37478546328151,"positive"
1.567,166.07077,0.333398738594759,"positive"
1.889,166.07214,0.435034188018029,"positive"
2.042,166.07254,0.548225768823017,"positive"
3.399,166.08644,0.167615648708742,"positive"
0.393,166.08679,0.43615693451841,"positive"
0.363,166.12294,0.696368038249724,"positive"
1.339,166.71956,0.438230912392383,"positive"
1.33,167.00041,0.612137065599093,"positive"
6.409,167.01264,0.962514166850977,"positive"
0.342,167.03382,0.89911642842006,"positive"
1.095,167.05583,0.397385158555493,"positive"
1.199,167.05613,0.528441224276272,"positive"
0.452,167.07062,0.431542674955074,"positive"
0.38,167.10648,0.231955744449984,"positive"
1.328,167.26328,0.640324452684921,"positive"
1.33,167.537,0.314485098881672,"positive"
1.335,167.80291,0.601318882951201,"positive"
0.4,167.99375,0.152384313492151,"positive"
0.512,168.06573,0.444492577075548,"positive"
1.337,168.07671,0.786104241478264,"positive"
1.339,168.34642,0.885430716930447,"positive"
1.339,168.61494,0.790497054075775,"positive"
1.341,168.88376,0.467337026731275,"positive"
0.342,169.04993,0.926376260239657,"positive"
5.167,169.05845,0.461920919440582,"positive"
0.38,169.0853,0.447284322244281,"positive"
0.556,169.09712,0.298445690170524,"positive"
0.413,169.12295,0.429181431151896,"positive"
1.341,169.15027,0.502740176997204,"positive"
1.343,169.42623,0.673124341311804,"positive"
1.343,169.69011,0.582734501237714,"positive"
1.344,169.96666,0.511451019963225,"positive"
4.114,169.98641,0.195737219413882,"positive"
3.409,170.05972,0.493013828531087,"positive"
2.075,170.06088,0.428640473551254,"positive"
5.913,170.09249,0.432850153635423,"positive"
0.367,170.09651,0.583750968797175,"positive"
0.657,170.11805,0.0202358821471923,"positive"
0.365,170.15431,0.716509998637693,"positive"
1.345,170.23117,0.513786250444896,"positive"
1.344,170.50187,0.596258129917319,"positive"
1.342,170.77752,0.587845280817398,"positive"
1.661,171.14884,0.0518233047888915,"positive"
0.398,171.14937,0.560604019557331,"positive"
4.063,172.09412,0.34968875214656,"positive"
2.39,172.11982,0.226354147890014,"positive"
0.424,172.1332,0.4067871268235,"positive"
2.767,172.13321,0.260193276010556,"positive"
0.369,172.16994,0.039176774827387,"positive"
0.849,172.20601,0.602944805247649,"positive"
4.062,173.07823,0.16531419118315,"positive"
0.63,173.07874,0.547446412710199,"positive"
0.39,173.09608,0.6015537793641,"positive"
0.362,173.13265,0.696378760813283,"positive"
1.329,173.17287,0.744447928596786,"positive"
1.321,173.45219,0.854330937467714,"positive"
1.317,173.72016,0.894535494442877,"positive"
1.318,173.98661,0.931973706808113,"positive"
0.684,174.11309,0.4182315645911,"positive"
3.142,174.12379,0.602615434651214,"positive"
0.897,174.18566,0.529614983746639,"positive"
1.321,174.26029,0.674805220954588,"positive"
1.323,174.54065,0.624556208167102,"positive"
1.326,174.80952,0.0251931334522382,"positive"
1.697,175.00154,0.174291976680573,"positive"
1.326,175.08004,0.712847987381395,"positive"
4.86,175.10733,0.894715698260242,"positive"
5.979,175.11909,0.233217258601809,"positive"
5.854,175.14341,0.252223975443778,"positive"
0.362,175.14833,0.654930313559108,"positive"
1.33,175.35938,0.553816146653176,"positive"
1.331,175.637,0.729687465170831,"positive"
1.332,175.90503,0.61376581683097,"positive"
0.477,176.00119,0.540555649100025,"positive"
3.528,176.06572,0.272281168263037,"positive"
5.543,176.10271,0.501726090505787,"positive"
4.454,176.12777,0.356737319692414,"positive"
1.333,176.18363,0.227434530350117,"positive"
1.335,176.45786,0.613452276271427,"positive"
1.337,176.72906,0.701418607079536,"positive"
1.335,177.00411,0.684248783379135,"positive"
0.412,177.04039,0.443566208969798,"positive"
0.831,177.06479,0.304237345542496,"positive"
5.597,177.08649,0.516042666870453,"positive"
0.541,177.10222,0.204777012949528,"positive"
2.265,177.10251,0.785122936948782,"positive"
0.609,177.11194,0.99494092942572,"positive"
0.407,177.11261,0.469892705617527,"positive"
0.458,177.13998,0.424006214060003,"positive"
1.339,177.2809,0.685411119777805,"positive"
1.305,177.81032,0.73936970062626,"positive"
1.309,178.0855,0.285787120506715,"positive"
3.329,178.08613,0.804268779349625,"positive"
0.649,178.08946,0.958027922316264,"positive"
0.435,178.10714,0.421153010206038,"positive"
1.172,178.13399,0.14551037214561,"positive"
1.729,178.14428,0.517421004545005,"positive"
3.515,179.00522,0.386978190591226,"positive"
0.44,179.03396,0.423411326306996,"positive"
0.373,179.06402,0.100552315526359,"positive"
0.351,179.10609,0.379094576950291,"positive"
0.428,179.12745,0.0748761500520807,"positive"
1.685,180.0661,0.507347697271793,"positive"
0.551,180.0761,0.478818834041189,"positive"
2.062,180.08889,0.433590897349591,"positive"
0.362,180.17505,0.797211765016573,"positive"
0.498,180.17525,0.040173274188864,"positive"
1.312,180.25731,0.843576547588482,"positive"
1.312,180.53996,0.450581737837097,"positive"
1.31,180.81171,0.395110648213415,"positive"
0.453,181.02598,0.882697658669148,"positive"
0.342,181.04964,0.342960104860813,"positive"
1.693,181.05283,0.503047162977376,"positive"
0.619,181.07205,0.520991851607923,"positive"
1.313,181.08646,0.8264284689229,"positive"
4.076,181.09404,0.205203080974793,"positive"
0.362,181.15874,0.737230663320023,"positive"
1.311,181.37055,0.637035074238183,"positive"
1.311,181.64618,0.892467318444799,"positive"
1.313,181.92768,0.52784452622464,"positive"
0.517,182.03002,0.507657539575831,"positive"
3.281,182.05771,0.317841023240902,"positive"
4.065,182.07884,0.407042499527441,"positive"
0.447,182.08145,0.380653678187014,"positive"
0.969,182.19017,0.0471228806011265,"positive"
1.312,182.20235,0.953138376793293,"positive"
1.315,182.4775,0.422498079466011,"positive"
4.155,182.70675,0.999029780809148,"positive"
1.316,182.75649,0.151425145516952,"positive"
1.316,183.03852,0.706857953009876,"positive"
0.404,183.1017,0.374717792604568,"positive"
5.797,183.11071,0.0526769661446674,"positive"
0.879,183.11301,0.472995527196859,"positive"
1.316,183.3106,0.6052287213163,"positive"
0.42,183.98909,0.397811796875067,"positive"
0.93,184.06037,0.485384180239313,"positive"
2.205,184.07342,0.290675981173571,"positive"
1.961,184.07353,0.869368937956527,"positive"
2.077,184.07353,0.29156757043768,"positive"
1.265,184.07372,0.525368521556773,"positive"
1.426,184.07388,0.173262790949746,"positive"
4.151,184.09456,0.365719605549315,"positive"
0.568,184.13295,0.29233593962885,"positive"
2.017,184.1695,0.0851125910109219,"positive"
1.143,184.16962,0.419976558165372,"positive"
0.37,184.16976,0.896728933994967,"positive"
1.299,184.40761,0.859775232591686,"positive"
4.151,184.4678,0.161983944556868,"positive"
1.297,184.68993,0.25018320353089,"positive"
5.168,185.03223,0.391160030525731,"positive"
0.345,185.08077,0.477200731291946,"positive"
0.67,185.12828,0.819356477743228,"positive"
1.3,185.51883,0.559817049345195,"positive"
6.089,185.98337,0.153770605401838,"positive"
2.274,186.11177,0.428959756441219,"positive"
3.578,186.1123,0.34147787325607,"positive"
0.424,186.14963,0.723978431195593,"positive"
0.37,186.18562,0.491301977879827,"positive"
0.727,186.22189,0.524776178497943,"positive"
1.307,186.88661,0.460144314770413,"positive"
0.342,187.06063,0.350408150246648,"positive"
0.363,187.12681,0.573523920044379,"positive"
0.443,187.144,0.347228227571988,"positive"
1.307,187.17515,0.305867739006798,"positive"
1.299,187.45509,0.420777604914254,"positive"
1.299,187.734,0.339005429660102,"positive"
1.301,188.01204,0.705959946200835,"positive"
3.408,188.07072,0.174675033235764,"positive"
2.09,188.07099,0.424176637411794,"positive"
3.992,188.12845,0.259859860082506,"positive"
5.614,188.17583,0.346297548804975,"positive"
1.301,188.28907,0.46831309706516,"positive"
1.3,188.57794,0.173679585287748,"positive"
1.298,188.85936,0.995326720726615,"positive"
0.629,189.0527,0.131428578290678,"positive"
0.363,189.12296,0.354641920815435,"positive"
4.659,189.12353,0.29590510442203,"positive"
1.298,189.14093,0.295917748759942,"positive"
5.893,189.15952,0.591590197435342,"positive"
